Source Port,Destination Port,NAT Source Port,NAT Destination Port,Action,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received
14578,50584,0,0,deny,66,66,0,1,0,1,0
6546,37965,0,0,deny,62,62,0,1,0,1,0
3667,56205,0,0,deny,146,146,0,1,0,1,0
50780,445,0,0,drop,70,70,0,1,0,1,0
40418,25174,0,0,deny,62,62,0,1,0,1,0
64333,57470,0,0,deny,78,78,0,1,0,1,0
443,49988,0,0,deny,82,82,0,1,0,1,0
55468,445,0,0,drop,70,70,0,1,0,1,0
55469,445,0,0,drop,70,70,0,1,0,1,0
55467,445,0,0,drop,70,70,0,1,0,1,0
50867,445,0,0,drop,66,66,0,1,0,1,0
50863,445,0,0,drop,66,66,0,1,0,1,0
50869,445,0,0,drop,66,66,0,1,0,1,0
50865,445,0,0,drop,66,66,0,1,0,1,0
50870,445,0,0,drop,66,66,0,1,0,1,0
50868,445,0,0,drop,66,66,0,1,0,1,0
50866,445,0,0,drop,66,66,0,1,0,1,0
50864,445,0,0,drop,66,66,0,1,0,1,0
50779,445,0,0,drop,70,70,0,1,0,1,0
58229,50584,0,0,deny,66,66,0,1,0,1,0
60058,11392,0,0,deny,66,66,0,1,0,1,0
8889,63001,0,0,deny,60,60,0,1,0,1,0
11317,61248,0,0,reset-both,143,143,0,1,0,1,0
52044,44847,0,0,deny,146,146,0,1,0,1,0
56075,23,0,0,deny,60,60,0,1,0,1,0
25565,47158,0,0,deny,60,60,0,1,0,1,0
50774,445,0,0,drop,70,70,0,1,0,1,0
55463,445,0,0,drop,70,70,0,1,0,1,0
55567,53,51894,53,allow,184,80,104,2,0,1,1
55458,445,0,0,drop,70,70,0,1,0,1,0
55460,445,0,0,drop,70,70,0,1,0,1,0
55452,445,0,0,drop,70,70,0,1,0,1,0
56098,64147,0,0,deny,66,66,0,1,0,1,0
53120,25174,0,0,deny,146,146,0,1,0,1,0
57607,21247,0,0,deny,66,66,0,1,0,1,0
13168,35440,0,0,deny,62,62,0,1,0,1,0
50850,445,0,0,drop,66,66,0,1,0,1,0
50848,445,0,0,drop,66,66,0,1,0,1,0
50847,445,0,0,drop,66,66,0,1,0,1,0
58463,11392,0,0,deny,66,66,0,1,0,1,0
22981,15503,0,0,deny,62,62,0,1,0,1,0
0,0,0,0,deny,98,98,0,1,0,1,0
0,0,0,0,deny,98,98,0,1,0,1,0
0,0,0,0,deny,98,98,0,1,0,1,0
0,0,0,0,allow,244,244,0,2,0,2,0
0,0,0,0,deny,98,98,0,1,0,1,0
0,0,0,0,deny,82,82,0,1,0,1,0
0,0,0,0,deny,98,98,0,1,0,1,0
0,0,0,0,deny,98,98,0,1,0,1,0
62971,44847,0,0,deny,62,62,0,1,0,1,0
443,9863,0,0,deny,60,60,0,1,0,1,0
55448,445,0,0,drop,70,70,0,1,0,1,0
48706,23393,0,0,deny,60,60,0,1,0,1,0
32983,51221,0,0,deny,66,66,0,1,0,1,0
443,48056,0,0,deny,135,135,0,1,0,1,0
55043,57470,0,0,deny,78,78,0,1,0,1,0
55443,445,0,0,drop,70,70,0,1,0,1,0
55441,445,0,0,drop,70,70,0,1,0,1,0
55440,445,0,0,drop,70,70,0,1,0,1,0
50761,445,0,0,drop,70,70,0,1,0,1,0
5223,32965,0,0,deny,220,220,0,1,0,1,0
23031,22114,0,0,deny,146,146,0,1,0,1,0
53544,21247,0,0,deny,66,66,0,1,0,1,0
58758,22114,0,0,deny,66,66,0,1,0,1,0
26821,57866,0,0,deny,62,62,0,1,0,1,0
38565,51505,0,0,deny,62,62,0,1,0,1,0
50758,445,0,0,drop,70,70,0,1,0,1,0
45064,25174,0,0,deny,62,62,0,1,0,1,0
57793,37807,0,0,deny,66,66,0,1,0,1,0
1730,37965,0,0,deny,145,145,0,1,0,1,0
54131,57866,0,0,deny,66,66,0,1,0,1,0
57779,22114,0,0,deny,146,146,0,1,0,1,0
55430,445,0,0,drop,70,70,0,1,0,1,0
55427,445,0,0,drop,70,70,0,1,0,1,0
55423,445,0,0,drop,70,70,0,1,0,1,0
50754,445,0,0,drop,70,70,0,1,0,1,0
43571,26467,0,0,deny,62,62,0,1,0,1,0
58861,26467,0,0,deny,66,66,0,1,0,1,0
50752,445,0,0,drop,70,70,0,1,0,1,0
993,58185,0,0,deny,129,129,0,1,0,1,0
50837,445,0,0,drop,66,66,0,1,0,1,0
50750,445,0,0,drop,70,70,0,1,0,1,0
10467,25174,0,0,deny,146,146,0,1,0,1,0
7105,25174,0,0,deny,66,66,0,1,0,1,0
10430,22114,0,0,deny,146,146,0,1,0,1,0
18986,44847,0,0,deny,66,66,0,1,0,1,0
63765,51221,0,0,deny,62,62,0,1,0,1,0
39393,22114,0,0,deny,62,62,0,1,0,1,0
443,45788,0,0,deny,332,332,0,1,0,1,0
61637,25174,0,0,deny,66,66,0,1,0,1,0
55422,445,0,0,drop,70,70,0,1,0,1,0
64431,53,52524,53,allow,170,87,83,2,31,1,1
40932,8434,40932,8434,allow,156,156,0,3,8,3,0
49564,443,50036,443,allow,180388,3938,176450,145,161,20,125
64715,53,13561,53,allow,770,102,668,2,30,1,1
53276,80,53276,80,allow,42664,1998,40666,53,27,20,33
36712,53,0,0,allow,138,69,69,2,30,1,1
57171,3389,57171,3389,allow,3428,1714,1714,16,33,8,8
26249,7000,26249,7000,allow,2269,815,1454,14,16,7,7
49484,7000,49484,7000,allow,2958,1567,1391,15,15,8,7
51432,80,51432,80,allow,42247,4067,38180,58,25,23,35
64113,22211,60375,22211,allow,312,132,180,6,7,3,3
52274,443,52274,443,allow,6679,2408,4271,23,20,10,13
61443,443,44561,443,allow,7832,1143,6689,19,26,9,10
56807,443,49269,443,allow,8020,2000,6020,20,16,11,9
45315,80,28283,80,allow,6087687,127446,5960241,5920,28,1981,3939
62333,443,8530,443,allow,4019,2219,1800,33,186,17,16
38400,53,0,0,allow,82,82,0,1,30,1,0
56659,53,59706,53,allow,711,87,624,2,30,1,1
63738,443,63738,443,allow,4349,1442,2907,19,27,11,8
57424,53,35431,53,allow,711,87,624,2,30,1,1
56809,443,9000,443,allow,7929,1909,6020,20,15,11,9
56808,443,31717,443,allow,7981,1961,6020,20,15,11,9
49483,7000,49483,7000,allow,755531,16955,738576,785,16,265,520
8416,8416,61571,8416,allow,66,66,0,1,30,1,0
56838,53,49360,53,allow,170,87,83,2,30,1,1
57436,53,43639,53,allow,733,85,648,2,30,1,1
52246,52840,54967,52840,allow,258,70,188,4,9,2,2
56343,53,26546,53,allow,170,87,83,2,30,1,1
8415,8415,47085,8415,allow,66,66,0,1,30,1,0
52025,80,59666,80,allow,87927,9680,78247,101,37,40,61
52280,443,52280,443,allow,1615,941,674,15,20,7,8
17052,53,17052,53,allow,235,90,145,2,32,1,1
56275,53,11893,53,allow,170,87,83,2,30,1,1
41774,53,0,0,allow,82,82,0,1,30,1,0
8414,8414,6179,8414,allow,66,66,0,1,30,1,0
50190,53,51481,53,allow,754,94,660,2,30,1,1
55650,53,47564,53,allow,174,89,85,2,30,1,1
55797,53,58319,53,allow,170,87,83,2,31,1,1
50972,3544,45034,3544,allow,258,107,151,2,31,1,1
51443,53,51443,53,allow,217,87,130,2,31,1,1
55325,53,64305,53,allow,711,87,624,2,31,1,1
56663,53,34654,53,allow,178,91,87,2,31,1,1
56882,53,4292,53,allow,87,87,0,2,61,2,0
6881,64422,29110,64422,allow,219,111,108,2,1201,1,1
65284,53,18214,53,allow,758,96,662,2,31,1,1
26458,44847,0,0,deny,146,146,0,1,0,1,0
55420,445,0,0,drop,70,70,0,1,0,1,0
23383,64147,0,0,deny,62,62,0,1,0,1,0
50415,64147,0,0,deny,66,66,0,1,0,1,0
50743,445,0,0,drop,70,70,0,1,0,1,0
26906,22114,0,0,deny,62,62,0,1,0,1,0
65507,53,7082,53,allow,229,102,127,2,30,1,1
50822,443,34134,443,allow,89322,8569,80753,102,316,31,71
53197,80,29002,80,allow,748,459,289,8,254,5,3
53195,443,44058,443,allow,2016,1160,856,17,46,9,8
50183,443,52770,443,allow,6348,1071,5277,18,42,10,8
56841,53,54383,53,allow,177,94,83,2,29,1,1
50253,53,52044,53,allow,167,86,81,2,29,1,1
56838,53,18546,53,allow,177,94,83,2,29,1,1
64431,53,6973,53,allow,177,94,83,2,30,1,1
39636,80,39636,80,allow,4774,553,4221,13,20,6,7
62069,443,28586,443,allow,38455,5252,33203,71,60,41,30
51263,443,47905,443,allow,143597,6963,136634,206,439,103,103
55650,53,39411,53,allow,179,94,85,2,29,1,1
38280,80,34023,80,allow,748,459,289,8,254,5,3
50170,53,38281,53,allow,260,86,174,2,29,1,1
56755,443,63082,443,allow,1327,918,409,10,26,6,4
42441,123,34753,123,allow,184,94,90,2,30,1,1
50744,443,51827,443,allow,6811,1923,4888,21,15,11,10
56838,53,39774,53,allow,177,94,83,2,30,1,1
55590,53,49633,53,allow,177,94,83,2,29,1,1
50078,53,55714,53,allow,177,94,83,2,29,1,1
60017,443,62960,443,allow,5291,2624,2667,28,145,15,13
48783,53,0,0,allow,86,86,0,1,30,1,0
56285,443,32543,443,allow,185763,7360,178403,201,120,68,133
37786,443,52361,443,allow,5544,2626,2918,28,145,15,13
40074,443,9837,443,allow,412322,17503,394819,466,140,167,299
64431,53,36891,53,allow,177,94,83,2,30,1,1
51982,80,16574,80,allow,2776,2091,685,9,47,5,4
57038,53,18909,53,allow,194,102,92,2,33,1,1
45315,443,19700,443,allow,56118,3429,52689,77,26,35,42
50187,443,52959,443,allow,6363,1073,5290,18,38,10,8
50186,443,57350,443,allow,6363,1073,5290,18,38,10,8
61361,443,58250,443,allow,7653,1226,6427,24,18,14,10
52053,80,43263,80,allow,27839,14036,13803,46,36,24,22
56092,53,34391,53,allow,177,94,83,2,30,1,1
55594,53,43491,53,allow,167,86,81,2,30,1,1
56343,53,46504,53,allow,177,94,83,2,30,1,1
51684,80,23150,80,allow,1515,481,1034,11,15,6,5
55059,443,19056,443,allow,32852,17447,15405,61,64,32,29
50188,443,57063,443,allow,6357,1079,5278,18,32,10,8
50185,443,5992,443,allow,6350,1071,5279,18,42,10,8
50184,443,37537,443,allow,6349,1071,5278,18,42,10,8
35519,80,60080,80,allow,841,715,126,5,15,3,2
46587,443,46587,443,allow,30701,1538,29163,40,16,14,26
58589,80,4699,80,allow,1360,900,460,10,515,6,4
36535,443,34984,443,allow,3319,2176,1143,21,15,11,10
61362,443,23026,443,allow,7653,1226,6427,24,18,14,10
42117,443,44867,443,allow,9999,4008,5991,33,345,18,15
61364,443,17656,443,allow,7653,1226,6427,24,18,14,10
53168,23074,22420,23074,allow,958,454,504,14,21,8,6
56092,53,54654,53,allow,177,94,83,2,30,1,1
55915,53,47313,53,allow,86,86,0,1,30,1,0
55226,443,25011,443,allow,711879,19394,692485,724,98,238,486
65330,53,32414,53,allow,733,94,639,2,30,1,1
56343,53,54537,53,allow,177,94,83,2,30,1,1
55867,53,45353,53,allow,178,94,84,2,30,1,1
55963,53,19959,53,allow,316,94,222,2,30,1,1
57038,53,31637,53,allow,194,102,92,2,30,1,1
65520,53,2299,53,allow,379,94,285,2,30,1,1
64439,53,36419,53,allow,359,134,225,2,30,1,1
50698,5900,50698,5900,allow,130,66,64,2,5,1,1
8204,53,48850,53,allow,86,86,0,1,30,1,0
60376,443,40016,443,allow,6608,1843,4765,44,120,23,21
52101,443,56883,443,allow,5706850,104758,5602092,5170,41,1379,3791
60407,443,48240,443,allow,308771,8699,300072,322,30,112,210
56757,443,47194,443,allow,6205,986,5219,16,25,10,6
44250,443,49251,443,allow,3374,2106,1268,19,15,10,9
33119,80,62481,80,allow,1638,1324,314,10,14,5,5
32895,443,18670,443,allow,76969,3534,73435,97,34,40,57
53169,44707,23330,44707,allow,1078,518,560,16,21,9,7
53975,40978,50066,40978,allow,1946,1019,927,10,15,6,4
51120,587,51120,587,allow,320,128,192,6,6,3,3
43129,443,48108,443,allow,4579,580,3999,13,22,5,8
64996,53,37849,53,allow,547,91,456,4,35,2,2
52609,18081,52609,18081,allow,66,66,0,1,5,1,0
49250,80,27382,80,allow,1623,629,994,8,75,5,3
51324,465,51324,465,allow,320,128,192,6,5,3,3
50406,443,46416,443,allow,6470,897,5573,24,55,9,15
49485,7080,49485,7080,allow,2960,432,2528,11,15,6,5
50182,443,53780,443,allow,6349,1071,5278,18,42,10,8
52195,443,42007,443,allow,3470,1776,1694,20,48,10,10
55729,63805,38910,63805,allow,70,70,0,2,8,2,0
50181,443,22681,443,allow,6350,1071,5279,18,42,10,8
56407,53,58288,53,allow,216,102,114,2,29,1,1
33539,443,27903,443,allow,3244,2042,1202,17,16,9,8
56275,53,62167,53,allow,177,94,83,2,29,1,1
58174,443,55907,443,allow,11141,2777,8364,33,58,14,19
50078,53,19314,53,allow,185,102,83,2,29,1,1
55329,443,60850,443,allow,18284,2468,15816,42,26,22,20
49778,53,15143,53,allow,255,102,153,2,29,1,1
64067,53,52701,53,allow,329,94,235,2,29,1,1
59343,80,59343,80,allow,32527,13068,19459,56,15,21,35
49674,53,9150,53,allow,211,102,109,2,29,1,1
56343,53,52506,53,allow,177,94,83,2,29,1,1
61363,443,19587,443,allow,7653,1226,6427,24,18,14,10
61360,443,42103,443,allow,7653,1226,6427,24,18,14,10
26900,27017,38585,27017,allow,6466,3520,2946,38,46,21,17
49458,53,15275,53,allow,280,94,186,2,30,1,1
55745,443,5170,443,allow,11503,3691,7812,30,240,14,16
49364,53,17404,53,allow,307,307,0,4,60,4,0
59847,443,26253,443,allow,11950,1590,10360,33,90,16,17
55836,53,33356,53,allow,177,94,83,2,30,1,1
60590,443,17721,443,allow,41114,1554,39560,49,120,18,31
52100,80,3260,80,allow,30068,3203,26865,43,35,19,24
55732,45682,36442,45682,allow,70,70,0,2,8,2,0
49201,80,60094,80,allow,2986,825,2161,10,135,6,4
56492,53,4383,53,allow,212,102,110,2,30,1,1
34750,80,47643,80,allow,111678,5254,106424,150,240,71,79
50180,443,51713,443,allow,6349,1071,5278,18,42,10,8
55542,443,51637,443,allow,58975,3359,55616,78,26,34,44
56905,80,13949,80,allow,78,78,0,2,8,2,0
55731,36432,38455,36432,allow,70,70,0,2,8,2,0
37335,443,14228,443,allow,130,70,60,3,5,2,1
54104,443,3216,443,allow,190,70,120,4,15,2,2
56838,53,31421,53,allow,327,87,240,4,50,2,2
64709,53,11434,53,allow,821,102,719,2,30,1,1
55154,443,34870,443,allow,2251,1098,1153,25,120,12,13
50179,443,33699,443,allow,5419,1080,4339,17,42,10,7
62232,80,47630,80,allow,1511,517,994,8,15,5,3
62918,993,34205,993,allow,8324,3635,4689,76,53,35,41
9521,443,4635,443,allow,7231,1442,5789,21,30,10,11
52107,80,35011,80,allow,9902,8772,1130,18,35,10,8
55594,53,22728,53,allow,167,86,81,2,30,1,1
55066,443,25317,443,allow,12715,3716,8999,28,62,16,12
56515,53,36823,53,allow,177,94,83,2,30,1,1
49988,443,49988,443,allow,2123,1050,1073,23,120,11,12
55420,53,38783,53,allow,177,94,83,2,30,1,1
55053,53,47870,53,allow,216,102,114,2,30,1,1
55867,53,60176,53,allow,178,94,84,2,31,1,1
50641,443,27533,443,allow,1473,890,583,13,140,7,6
43199,5228,42030,5228,allow,10588,2455,8133,46,5724,19,27
56431,53,28557,53,allow,177,94,83,2,31,1,1
56586,53,32780,53,allow,177,94,83,2,31,1,1
64796,53,3205,53,allow,184,94,90,2,31,1,1
64431,53,35945,53,allow,177,94,83,2,31,1,1
64124,443,56676,443,allow,1411,852,559,13,25,7,6
55869,53,8327,53,allow,196,102,94,2,31,1,1
53251,53,53251,53,allow,247,98,149,2,34,1,1
31994,53,31994,53,allow,244,98,146,2,33,1,1
2099,53,2099,53,allow,217,82,135,2,33,1,1
49857,53,15096,53,allow,173,94,79,2,30,1,1
57840,53,57840,53,allow,183,82,101,2,30,1,1
55869,53,64090,53,allow,196,102,94,2,30,1,1
49396,53,60623,53,allow,216,102,114,2,30,1,1
55732,53,29178,53,allow,177,94,83,2,30,1,1
55797,53,36305,53,allow,177,94,83,2,31,1,1
34920,53,40562,53,allow,168,78,90,2,31,1,1
65289,53,7871,53,allow,179,94,85,2,31,1,1
56906,53,55216,53,allow,167,86,81,2,31,1,1
50741,445,0,0,drop,70,70,0,1,0,1,0
50821,445,0,0,drop,66,66,0,1,0,1,0
50818,445,0,0,drop,66,66,0,1,0,1,0
50740,445,0,0,drop,70,70,0,1,0,1,0
17408,8497,0,0,deny,148,148,0,1,0,1,0
57015,25174,0,0,deny,66,66,0,1,0,1,0
50739,445,0,0,drop,70,70,0,1,0,1,0
50738,445,0,0,drop,70,70,0,1,0,1,0
50735,445,0,0,drop,70,70,0,1,0,1,0
50732,445,0,0,drop,70,70,0,1,0,1,0
17002,22114,0,0,deny,62,62,0,1,0,1,0
63677,15503,0,0,deny,66,66,0,1,0,1,0
63508,62413,0,0,deny,66,66,0,1,0,1,0
55409,445,0,0,drop,70,70,0,1,0,1,0
55408,445,0,0,drop,70,70,0,1,0,1,0
55404,445,0,0,drop,70,70,0,1,0,1,0
55402,445,0,0,drop,70,70,0,1,0,1,0
10833,23,0,0,deny,60,60,0,1,0,1,0
50816,445,0,0,drop,66,66,0,1,0,1,0
56679,51505,0,0,deny,62,62,0,1,0,1,0
12645,22114,0,0,deny,146,146,0,1,0,1,0
50720,445,0,0,drop,70,70,0,1,0,1,0
50719,445,0,0,drop,70,70,0,1,0,1,0
18771,35440,0,0,deny,62,62,0,1,0,1,0
50717,445,0,0,drop,70,70,0,1,0,1,0
3976,25174,0,0,deny,62,62,0,1,0,1,0
50809,445,0,0,drop,66,66,0,1,0,1,0
50799,445,0,0,drop,66,66,0,1,0,1,0
50807,445,0,0,drop,66,66,0,1,0,1,0
50800,445,0,0,drop,66,66,0,1,0,1,0
50803,445,0,0,drop,66,66,0,1,0,1,0
50808,445,0,0,drop,66,66,0,1,0,1,0
50801,445,0,0,drop,66,66,0,1,0,1,0
50709,445,0,0,drop,70,70,0,1,0,1,0
50710,445,0,0,drop,70,70,0,1,0,1,0
68,67,0,0,deny,346,346,0,1,0,1,0
57297,51221,0,0,deny,66,66,0,1,0,1,0
10874,25174,0,0,deny,62,62,0,1,0,1,0
55395,445,0,0,drop,70,70,0,1,0,1,0
55392,445,0,0,drop,70,70,0,1,0,1,0
55389,445,0,0,drop,70,70,0,1,0,1,0
55388,445,0,0,drop,70,70,0,1,0,1,0
38959,25174,0,0,deny,62,62,0,1,0,1,0
50698,445,0,0,drop,70,70,0,1,0,1,0
1030,35776,0,0,deny,139,139,0,1,0,1,0
62952,35440,0,0,deny,66,66,0,1,0,1,0
55386,445,0,0,drop,70,70,0,1,0,1,0
55385,445,0,0,drop,70,70,0,1,0,1,0
55384,445,0,0,drop,70,70,0,1,0,1,0
50793,445,0,0,drop,66,66,0,1,0,1,0
55379,445,0,0,drop,70,70,0,1,0,1,0
14263,22114,0,0,deny,62,62,0,1,0,1,0
50790,445,0,0,drop,66,66,0,1,0,1,0
17146,57470,0,0,deny,62,62,0,1,0,1,0
1582,56205,0,0,deny,62,62,0,1,0,1,0
50789,445,0,0,drop,66,66,0,1,0,1,0
80,13987,0,0,deny,66,66,0,1,0,1,0
50787,445,0,0,drop,66,66,0,1,0,1,0
50694,445,0,0,drop,70,70,0,1,0,1,0
50786,445,0,0,drop,66,66,0,1,0,1,0
29719,22114,0,0,deny,146,146,0,1,0,1,0
20457,51185,0,0,deny,72,72,0,1,0,1,0
38852,37965,0,0,deny,62,62,0,1,0,1,0
50683,445,0,0,drop,70,70,0,1,0,1,0
50682,445,0,0,drop,70,70,0,1,0,1,0
50684,445,0,0,drop,70,70,0,1,0,1,0
50681,445,0,0,drop,70,70,0,1,0,1,0
55374,445,0,0,drop,70,70,0,1,0,1,0
50677,445,0,0,drop,70,70,0,1,0,1,0
60714,50584,0,0,deny,66,66,0,1,0,1,0
55370,445,0,0,drop,70,70,0,1,0,1,0
55363,445,0,0,drop,70,70,0,1,0,1,0
41213,25174,0,0,deny,62,62,0,1,0,1,0
28579,64147,0,0,deny,62,62,0,1,0,1,0
63988,22114,0,0,deny,66,66,0,1,0,1,0
57643,28189,0,0,deny,60,60,0,1,0,1,0
62080,54532,0,0,deny,60,60,0,1,0,1,0
50775,445,0,0,drop,66,66,0,1,0,1,0
48706,23393,0,0,deny,60,60,0,1,0,1,0
5610,37965,0,0,deny,66,66,0,1,0,1,0
15635,41182,0,0,deny,66,66,0,1,0,1,0
27419,23,0,0,deny,60,60,0,1,0,1,0
59088,57470,0,0,deny,62,62,0,1,0,1,0
59126,57470,0,0,deny,66,66,0,1,0,1,0
60193,53,20927,53,allow,214,85,129,2,0,1,1
54025,53,41690,53,allow,578,286,292,9,0,5,4
50672,445,0,0,drop,70,70,0,1,0,1,0
6796,50584,0,0,deny,62,62,0,1,0,1,0
45013,50584,0,0,deny,62,62,0,1,0,1,0
46760,50584,0,0,deny,146,146,0,1,0,1,0
25565,2216,0,0,deny,60,60,0,1,0,1,0
33912,25174,0,0,deny,62,62,0,1,0,1,0
993,49276,0,0,deny,129,129,0,1,0,1,0
50767,445,0,0,drop,66,66,0,1,0,1,0
29576,37807,0,0,deny,66,66,0,1,0,1,0
55351,445,0,0,drop,70,70,0,1,0,1,0
50594,25174,0,0,deny,66,66,0,1,0,1,0
6712,123,0,0,deny,90,90,0,1,0,1,0
61288,23,0,0,deny,60,60,0,1,0,1,0
443,35385,0,0,deny,161,161,0,1,0,1,0
50664,445,0,0,drop,70,70,0,1,0,1,0
27621,50584,0,0,deny,62,62,0,1,0,1,0
50661,445,0,0,drop,70,70,0,1,0,1,0
50764,445,0,0,drop,66,66,0,1,0,1,0
40394,67,0,0,deny,60,60,0,1,0,1,0
58593,57470,0,0,deny,62,62,0,1,0,1,0
50756,445,0,0,drop,66,66,0,1,0,1,0
50657,445,0,0,drop,70,70,0,1,0,1,0
50656,445,0,0,drop,70,70,0,1,0,1,0
50749,445,0,0,drop,66,66,0,1,0,1,0
50652,445,0,0,drop,70,70,0,1,0,1,0
28139,22114,0,0,deny,62,62,0,1,0,1,0
58440,22114,0,0,deny,146,146,0,1,0,1,0
5683,44847,0,0,deny,66,66,0,1,0,1,0
54051,28793,0,0,deny,66,66,0,1,0,1,0
64333,57470,0,0,deny,78,78,0,1,0,1,0
50650,445,0,0,drop,70,70,0,1,0,1,0
55341,445,0,0,drop,70,70,0,1,0,1,0
55340,445,0,0,drop,70,70,0,1,0,1,0
55339,445,0,0,drop,70,70,0,1,0,1,0
50738,445,0,0,drop,66,66,0,1,0,1,0
50735,445,0,0,drop,66,66,0,1,0,1,0
50741,445,0,0,drop,66,66,0,1,0,1,0
50742,445,0,0,drop,66,66,0,1,0,1,0
50737,445,0,0,drop,66,66,0,1,0,1,0
50740,445,0,0,drop,66,66,0,1,0,1,0
50736,445,0,0,drop,66,66,0,1,0,1,0
50734,445,0,0,drop,66,66,0,1,0,1,0
0,0,0,0,deny,60,60,0,1,0,1,0
0,0,0,0,deny,98,98,0,1,0,1,0
0,0,0,0,deny,60,60,0,1,0,1,0
0,0,0,0,deny,60,60,0,1,0,1,0
11775,25174,0,0,deny,62,62,0,1,0,1,0
64150,22114,0,0,deny,66,66,0,1,0,1,0
37959,3855,0,0,deny,72,72,0,1,0,1,0
51146,23117,0,0,deny,66,66,0,1,0,1,0
50646,445,0,0,drop,70,70,0,1,0,1,0
55043,57470,0,0,deny,78,78,0,1,0,1,0
14360,64147,0,0,deny,62,62,0,1,0,1,0
55427,64147,0,0,deny,66,66,0,1,0,1,0
55338,445,0,0,drop,70,70,0,1,0,1,0
55335,445,0,0,drop,70,70,0,1,0,1,0
55333,445,0,0,drop,70,70,0,1,0,1,0
55321,445,0,0,drop,70,70,0,1,0,1,0
50721,445,0,0,drop,66,66,0,1,0,1,0
50720,445,0,0,drop,66,66,0,1,0,1,0
50719,445,0,0,deny,66,66,0,1,0,1,0
57546,25174,0,0,deny,66,66,0,1,0,1,0
54502,34729,0,0,deny,66,66,0,1,0,1,0
32554,34729,0,0,deny,62,62,0,1,0,1,0
53626,30317,0,0,deny,66,66,0,1,0,1,0
7539,30317,0,0,deny,62,62,0,1,0,1,0
63640,57866,0,0,deny,66,66,0,1,0,1,0
50633,445,0,0,drop,70,70,0,1,0,1,0
55319,445,0,0,drop,70,70,0,1,0,1,0
58836,51505,0,0,deny,66,66,0,1,0,1,0
44710,25174,0,0,deny,62,62,0,1,0,1,0
55317,445,0,0,drop,70,70,0,1,0,1,0
55314,445,0,0,drop,70,70,0,1,0,1,0
55308,445,0,0,drop,70,70,0,1,0,1,0
50052,65008,0,0,deny,60,60,0,1,0,1,0
50630,445,0,0,drop,70,70,0,1,0,1,0
53260,36237,0,0,deny,62,62,0,1,0,1,0
53324,44847,0,0,deny,66,66,0,1,0,1,0
52564,15503,0,0,deny,74,74,0,1,0,1,0
58638,5900,58638,5900,allow,156,62,94,2,10,1,1
50147,443,13714,443,allow,9915,1833,8082,22,46,13,9
55109,53,12323,53,allow,711,87,624,2,30,1,1
23332,80,23332,80,allow,490,264,226,8,26,5,3
58638,5900,58638,5900,allow,156,62,94,2,10,1,1
59342,80,59342,80,allow,107768,4073,103695,177,15,58,119
8411,8411,36899,8411,allow,66,66,0,1,30,1,0
55869,53,59798,53,allow,192,98,94,2,30,1,1
27302,443,50050,443,allow,9046,1414,7632,25,84,10,15
22321,80,22321,80,allow,490,264,226,8,26,5,3
58957,80,23483,80,allow,13330975,109486,13221489,10177,23,1394,8783
56804,443,56989,443,allow,8074,2054,6020,20,15,11,9
55457,443,34189,443,allow,130,70,60,3,5,2,1
56083,53,60591,53,allow,711,87,624,2,30,1,1
56431,53,62997,53,allow,170,87,83,2,30,1,1
56806,443,15010,443,allow,8072,2052,6020,20,15,11,9
61054,53,61054,53,allow,237,91,146,2,33,1,1
54076,53,54076,53,allow,243,94,149,2,32,1,1
6527,53,6527,53,allow,235,90,145,2,32,1,1
52248,9323,44483,9323,allow,210,70,140,4,8,2,2
52270,443,52270,443,allow,1615,941,674,15,20,7,8
55867,53,58666,53,allow,172,88,84,2,30,1,1
56586,53,6320,53,allow,170,87,83,2,30,1,1
54898,443,54771,443,allow,78537,4022,74515,120,386,55,65
50823,443,50823,443,allow,1210,637,573,14,25,7,7
64796,53,48263,53,allow,184,94,90,2,31,1,1
58638,5900,58638,5900,allow,156,62,94,2,10,1,1
9519,443,34920,443,allow,3910,370,3540,16,34,5,11
9522,443,6233,443,allow,6146,709,5437,18,29,8,10
58638,5900,58638,5900,allow,156,62,94,2,10,1,1
52269,443,52269,443,allow,1615,941,674,15,20,7,8
58638,5900,58638,5900,allow,156,62,94,2,10,1,1
56805,443,33799,443,allow,8022,2002,6020,20,15,11,9
58638,5900,58638,5900,allow,156,62,94,2,10,1,1
65359,53,51803,53,allow,731,91,640,2,30,1,1
8413,8413,11663,8413,allow,66,66,0,1,30,1,0
56504,53,4684,53,allow,196,100,96,2,30,1,1
56919,53,26686,53,allow,170,87,83,2,30,1,1
8412,8412,23033,8412,allow,66,66,0,1,30,1,0
55491,443,47772,443,allow,5123,2651,2472,15,123,8,7
49506,53,26702,53,allow,200,102,98,2,31,1,1
65289,53,55084,53,allow,174,89,85,2,31,1,1
64722,53,22432,53,allow,184,94,90,2,31,1,1
50031,53,53719,53,allow,178,91,87,2,31,1,1
59086,53,59086,53,allow,235,90,145,2,32,1,1
50944,443,50944,443,allow,1210,637,573,14,25,7,7
51073,443,51073,443,allow,1210,637,573,14,25,7,7
64103,38976,24644,38976,allow,66,66,0,2,8,2,0
64105,6363,30786,6363,allow,66,66,0,2,8,2,0
40175,53,40175,53,allow,235,90,145,2,32,1,1
53976,52534,6002,52534,allow,70,70,0,1,5,1,0
28236,53,28236,53,allow,235,90,145,2,32,1,1
